id,trigger,conditions,script,text,options,notes,New Column,Column 09
mimokko_home_kurumi2_10_1,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_8_2,,"You carefully drew that card, but before you even got a chance to see its face, Kurumi swung her cane in front of you. Even though you instinctively tried to cover the card in your hand, it still got replaced by a small data slate.",5:mimikko_Inhome_kurumi2_9:I didn't even see the card I got.,,,
mimokko_home_kurumi2_10,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_8_3,,"You carefully drew that card, but before you even got a chance to see its face, Kurumi swung her cane in front of you. Even though you instinctively tried to cover the card in your hand, it still got replaced by a small data slate.",5:mimikko_Inhome_kurumi2_9:I didn't even see the card I got.,,,
mimokko_home_kurumi2_11,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_9,,"Having no choice but to look at the data slate, you are left stunned. 

This is the blueprint of a modified and extremely complex autopulse laser. The design seems to come together like a one in a billion coincidence, with more parts than a normal frigate. Even hacking into the Tri-Tachyon database could not have revealed a weapon of this caliber, but you quickly calmed yourself. 

""You gotta admit, this weapon is truly a divine design, but how can you get it made?"" Kurumi looks at you with a bright smile, seeming to want you to give it a guess. ",5:mimikko_Inhome_kurumi2_10:You...made?,,,
mimokko_home_kurumi2_12,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_10,,"Clearly, she wants you to guess that she made this. A phantom thief with exceptional starship weapon design skills......makes sense?

Still, what interest you more is exactly where is this weapon located, just like an old pirate, you prefer your treasure to remain unique. 

""Heheheh, on my phantom thief class intuition, I made two of these!"" Seeing how impatient you looked, she tells you without hesitation.  ",5:mimikko_Inhome_kurumi2_11:You even got two?,,,
mimokko_home_kurumi2_13,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_11,,"Suddenly, you feel the girl's image is completely different, she started as a nonchalant thief and magician, becoming a resolute officer by your side on the battlefield, and finally now a genius designer creating a weapon with unimaginable talent and skill. Maybe she is going to steal your heart after all.",5:mimikko_Inhome_kurumi2_12:Kuh...Kuh,,,
mimokko_home_kurumi2_14,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_12,$global.kurumiweapon = true,"""Ohya? Captain's face seems a bit red? So you are down for this huh."" She quickly put away her top hat and cane and switched back to her usually dorm costume, but her little devil apperance hasn't changed a bit.",5:mimikko_Inhome_kurumi2_13:Anything else?,,,
mimokko_home_kurumi2_15,DialogOptionSelected,$option == mimikko_Inhome_kurumi2_13,mmAddWeapon mimikko_kurumi_autopulse 2,"""Nothing, captain. You gotta keep a good watch over your heart, ehe""",100:defaultLeave: Lets check out your new weapon.,,,
#胡桃_头像,,,,,,,,
mimokko_home_kurumi_clo_0_1,mimikko_home_kurumi,,,,"5:mimikko_Inhome_kurumi_clo_0:Kurumi, I want you to change.",,,
mimokko_home_kurumi_clo_0_2,DialogOptionSelected,$option == mimikko_Inhome_kurumi_clo_0,FireAll mimikko_home_kurumi_clo,,,,,
#胡桃_原皮,,,,,,,,
mimokko_home_kurumi_clo_1_1,mimikko_home_kurumi_clo,,,,5:mimikko_Inhome_kurumi_clo_1:Official Outfit,,,
mimokko_home_kurumi_clo_1_2,DialogOptionSelected,$option == mimikko_Inhome_kurumi_clo_1,mmChangeclo Mimikko_kurumi kurumi_1,"""Captain captain, I can finish in a second! Do you believe me?""",5:mimikko_Inhome1:Yay,,,
#胡桃_不渝之诺,,,,,,,,
mimokko_home_kurumi_clo_2_1,mimikko_home_kurumi_clo,,,,5:mimikko_Inhome_kurumi_clo_2:Unfaltering Promise,,,
mimokko_home_kurumi_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_kurumi_clo_2,mmChangeclo Mimikko_kurumi kurumi_2,"""Captain, you can only ever pull ace of heart from this deck. Wanna give it a try?""",5:mimikko_Inhome1:Yay,,,
,,,,,,,,
#奈姆利,,,,,,,,
mimokko_home_nemuri,mimikkoImhome1,mmOfficertest 2 Mimikko_nemuri 0,,,5:mimikko_Inhome_nemuri1:Find Nemuri!,,,
mimokko_home_nemuri_1,DialogOptionSelected,$option == mimikko_Inhome_nemuri1,"FireAll mimikko_home_nemuri
mmShowpeoplev Mimikko_nemuri",,,,,
#奈姆利_摸头,,,,,,,,
mimokko_home_nemuri1_1,mimikko_home_nemuri,,,"""Nemuri feels, strange.""",5:mimikko_Inhome_nemuri1_1:Pat her,,,
mimokko_home_nemuri1_2,DialogOptionSelected,$option == mimikko_Inhome_nemuri1_1,,"""Patting, is that expression of friendship?""",5:mimikko_Inhome1:Do something else,,,
,,,,,,,,
#苏娜执政官,,,,,,,,
mimikko_home_suna_1,mimikkoImhome1,mmOfficertest 1 Mimikko_suna 0,,,5:mimikko_Inhome_suna1:Find Suna!,,,
mimikko_home_suna_2,DialogOptionSelected,$option == mimikko_Inhome_suna1,"FireAll mimikko_home_suna
mmShowpeoplev Mimikko_suna",,,,,
,,,,,,,,
mimikko_home_suna1_1,mimikko_home_suna,,,"""Need something, Captain?""",5:mimikko_Inhome_suna1_1:Pat Her,,,
mimikko_home_suna1_2,DialogOptionSelected,$option == mimikko_Inhome_suna1_1,,"""Rude things is not allowed!""",5:mimikko_Inhome1:Do something else.,,,
,,,,,,,,
#琉璃执政官,,,,,,,,
mimikko_home_ruri_1,mimikkoImhome1,mmOfficertest 1 Mimikko_rury 0,,,5:mimikko_Inhome_rury1:Find Ruri!,,,
mimikko_home_ruri_2,DialogOptionSelected,$option == mimikko_Inhome_rury1,"FireAll mimikko_home_rury
mmShowpeoplev Mimikko_rury",,,,,
,,,,,,,,
mimikko_home_ruri1_1,mimikko_home_rury,,,"""What are you thinking, captain?""",5:mimikko_Inhome_rury1_1:Pat her,,,
mimikko_home_ruri1_2,DialogOptionSelected,$option == mimikko_Inhome_rury1_1,,"""You are pat the head of a deity of Takamagahara, thou are a brave one~ "" ",5:mimikko_Inhome1:Do something else.,,,
#琉璃_摸摸,,,,,,,,
mimikko_home_rury1_3,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"(Shy) ""So,sorry, Ruri is not very used to getting patted, I'll get used to it.""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_4,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""If...if its head pat, can you not touch the horn?""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_5,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Forehead? That's ruri's marking....(shy)""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_6,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Thats...a very intimate act right?...""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_7,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""To...told you...please don't touch the horn......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_8,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Don't...cover my face all the time?......I'm used to it, it is hard to change...""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_9,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Ruri, Ruri sometime...become like someone else. Though I know it is still myself, I am afraid if I will do something that I can't come back from. Especially things like, hurting the captain......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_10,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Tha,that...Captain's kin...kindess is just to me, or......wha, what am I talking about......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_11,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""R,Red? M,My Face? Just your imagination!""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_12,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Cu...Cute......Wa...Want to hear...Captain...say this line...to Ruri......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_13,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""Face to face with the captain......nononono! Too close!""",5:mimikko_Inhome1:Do something else.,,,
#mimikko_home_rury1_14,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""If...if its head pat, can you not touch the horn?""",5:mimikko_Inhome1:Do something else.,,,
#mimikko_home_rury1_15,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 0,,"""If...if its head pat, can you not touch the horn?""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_16,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 1,,"""The happiest thing for Ruri is probably meeting the captain......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_17,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 1,,"""I...I really hope, captain can, hold me tight......""",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_18,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 1,,"""Now I want to properly store the Captain. This is not a lie, I will, properly, carefully, piece by piece, store away~"" (Yandere)",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_19,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 1,,"""If you keep up like this, it will be happier to just die......""(Yandere)",5:mimikko_Inhome1:Do something else.,,,
mimikko_home_rury1_20,mimikkoImhome_rury_interation,mmOfficertest 1 Mimikko_rury 1,,"""Cap~tain~, what Pos~ition~ do you like~? Getting cut open ofcourse!(Yandere)",5:mimikko_Inhome1:Do something else.,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
#琉璃_头像,,,,,,,,
mimokko_home_rury_clo_0_1,mimikko_home_rury,,,,"5:mimikko_Inhome_rury_clo_0:Ruri, your cloth...",,,
mimokko_home_rury_clo_0_2,DialogOptionSelected,$option == mimikko_Inhome_rury_clo_0,FireAll mimikko_home_rury_clo,,,,,
#琉璃_原皮,,,,,,,,
mimokko_home_rury_clo_1_1,mimikko_home_rury_clo,,,,5:mimikko_Inhome_rury_clo_1:Official Outfit,,,
mimokko_home_rury_clo_1_2,DialogOptionSelected,$option == mimikko_Inhome_rury_clo_1,mmChangeclo Mimikko_rury rury_1,"""Ca...Captain,Ruri...""",5:mimikko_Inhome1:Yay,,,
#琉璃_人鱼泪,,,,,,,,
mimokko_home_rury_clo_2_1,mimikko_home_rury_clo,,,,5:mimikko_Inhome_rury_clo_2:Mermaid's Tear,,,
mimokko_home_rury_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_rury_clo_2,mmChangeclo Mimikko_rury rury_2,"""Ca...Captain,Ruri...""",5:mimikko_Inhome1:Yay,,,
#琉璃_彼岸花,,,,,,,,
mimokko_home_rury_clo_3_1,mimikko_home_rury_clo,,,,5:mimikko_Inhome_rury_clo_3:Flower of Afterlife,,,
mimokko_home_rury_clo_3_2,DialogOptionSelected,$option == mimikko_Inhome_rury_clo_3,mmChangeclo Mimikko_rury rury_3,"""You...picked this one...so I don't want to hear...something about it not looking good......""",5:mimikko_Inhome1:Yay,,,
,,,,,,,,
#摩耶执政官,,,,,,,,
mimikko_home_maya_1,mimikkoImhome1,mmOfficertest 1 Mimikko_maya 0,,,5:mimikko_Inhome_maya1:Find Maya!,,,
mimikko_home_maya_2,DialogOptionSelected,$option == mimikko_Inhome_maya1,"FireAll mimikko_home_maya
mmShowpeoplev Mimikko_maya",,,,,
,,,,,,,,
mimikko_home_maya1_1,mimikko_home_maya,,,"""What are you thinking, captain?""",5:mimikko_Inhome_maya1_1:Pat her,,,
mimikko_home_maya1_2,DialogOptionSelected,$option == mimikko_Inhome_maya1_1,,"""You dare pat the head of a deity of Takamagahara, thou are a brave one~ "" ",5:mimikko_Inhome1:Do something else.,,,
#摩耶_头像,,,,,,,,
mimokko_home_maya_clo_0_1,mimikko_home_maya,,,,"5:mimikko_Inhome_maya_clo_0:Maya, can you change your outfit for me...",,,
mimokko_home_maya_clo_0_2,DialogOptionSelected,$option == mimikko_Inhome_maya_clo_0,FireAll mimikko_home_maya_clo,,,,,
#摩耶_原皮,,,,,,,,
mimokko_home_maya_clo_1_1,mimikko_home_maya_clo,,,,5:mimikko_Inhome_maya_clo_1:Official Outfit,,,
mimokko_home_maya_clo_1_2,DialogOptionSelected,$option == mimikko_Inhome_maya_clo_1,mmChangeclo Mimikko_maya maya_1,"""Umu, that is my divine garment...""",5:mimikko_Inhome1:Yay,,,
#摩耶_久远庇佑,,,,,,,,
mimokko_home_maya_clo_2_1,mimikko_home_maya_clo,,,,5:mimikko_Inhome_maya_clo_2:Distant Blessing,,,
mimokko_home_maya_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_maya_clo_2,mmChangeclo Mimikko_maya maya_2,"""Captain, thou cannot yet bear the weight of this outfit......no, perhaps thou already...""",5:mimikko_Inhome1:Yay,,,
,,,,,,,,
#羲和执政官,,,,,,,,
mimikko_home_xihe_1,mimikkoImhome1,mmOfficertest 1 Mimikko_xihe 0,,,5:mimikko_Inhome_xihe1:Find Xihe!,,,
mimikko_home_xihe_2,DialogOptionSelected,$option == mimikko_Inhome_xihe1,"FireAll mimikko_home_xihe
mmShowpeoplev Mimikko_xihe",,,,,
,,,,,,,,
mimikko_home_xihe1_1,mimikko_home_xihe,,,"""Say, don't you have somethhing to do?""",5:mimikko_Inhome_xihe1_1:Pat her,,,
mimikko_home_xihe1_2,DialogOptionSelected,$option == mimikko_Inhome_xihe1_1,,"""Make better use of your time instead of making fun of me!""",5:mimikko_Inhome1:Do something else.,,,
,,,,,,,,
#B区,,,,,,,,
#米露可,,,,,,,,
mimokko_home_miruko,mimikkoImhome2,mmOfficertest 2 Mimikko_miruko 0,,,5:mimikko_Inhome_miruko1:Find Miruko?,,,
mimokko_home_miruko_1,DialogOptionSelected,$option == mimikko_Inhome_miruko1,"FireAll mimikko_home_miruko
mmShowpeoplev Mimikko_miruko",,,,,
#米露可_摸头,,,,,,,,
mimokko_home_miruko1_1,mimikko_home_miruko,,,"""Whats wrong? I am here, out with it~""",5:mimikko_Inhome_miruko1_1:Patt her head.,,,
mimokko_home_miruko1_2,DialogOptionSelected,$option == mimikko_Inhome_miruko1_1,,"""Captain, do you pat girls on the head often? Whay are you this proficient!""",5:mimikko_Inhome_next: Do something else.,,,
#米露可_头像,,,,,,,,
mimokko_home_miruko_clo_0_1,mimikko_home_miruko,,,,"5:mimikko_Inhome_miruko_clo_0:Miruko, time to stream wearing something new!",,,
mimokko_home_miruko_clo_0_2,DialogOptionSelected,$option == mimikko_Inhome_miruko_clo_0,FireAll mimikko_home_miruko_clo,,,,,
#米露可_原皮,,,,,,,,
mimokko_home_miruko_clo_1_1,mimikko_home_miruko_clo,,,,5:mimikko_Inhome_miruko_clo_1:Official Outfit,,,
mimokko_home_miruko_clo_1_2,DialogOptionSelected,$option == mimikko_Inhome_miruko_clo_1,mmChangeclo Mimikko_miruko miruko_1,"""Captain captain, this is what I wore when i was top of stream chart!""",5:mimikko_Inhome_next:Yay,,,
#米露可_永誓花,,,,,,,,
mimokko_home_miruko_clo_2_1,mimikko_home_miruko_clo,,,,5:mimikko_Inhome_miruko_clo_2:Flower of Eternal Promise,,,
mimokko_home_miruko_clo_2_2,DialogOptionSelected,$option == mimikko_Inhome_miruko_clo_2,mmChangeclo Mimikko_miruko miruko_2,"""Captain, using this for a stream is kinda...Why don't you take pictures for me, captain!""",5:mimikko_Inhome_next:Yay,,,
,,,,,,,,
#米露可_打游戏1,,,,,,,,
mimokko_home_miruko2_0,PopulateOptions,"mmOfficertest 2 Mimikko_miruko 0.5
!$global.miruko_game_1
$market.isPlayerOwned
$menuState == main","mmAddtext ""Miruko seems to have a very (not) important matter?"" 198 223 238",,,,,
mimokko_home_miruko2_1,mimikko_home_miruko,"mmOfficertest 2 Mimikko_miruko 0.5
!$global.miruko_game_1",,,5:mimikko_Inhome_miruko2_1:Need something from me?,,,
mimokko_home_miruko2_2,DialogOptionSelected,$option == mimikko_Inhome_miruko2_1,,"""Heheh, its nothing!"" An excited Miruko dragged you by the hand into a room in the basement of the dorm.

Hold up, was the dorm designed with this basement?

At the end of the dark tunnel is a small room akin to a lab, with a simple interior. After Miruko turned on the light, a familar machine appeared before you. ",5:mimikko_Inhome_miruko2_2:Miruko?You stole a training simulator from the training room?,,,
mimokko_home_miruko2_3,DialogOptionSelected,$option == mimikko_Inhome_miruko2_2,,"""Ofcourse not!"" Miruko squint her eyes smugly ""I bought this training machine from the game organizer before Tri-Tachyon! Because its an old model, it is not even good enough for regular players as a gaming model, so I got it for cheap!""",5:mimikko_Inhome_miruko2_3:Then what is it good for?,,,
